column_name,value,present_in
desc,"I need a loan for my small, opened in September, restaurant. The main purpose is to help the cash flow in my business.",test_only
desc,I need a lower interest loan to pay off my citifinancial loan.,test_only
last_pymnt_d,Apr-08,train_only
last_pymnt_d,Apr-09,train_only
last_pymnt_d,Apr-10,train_only
last_pymnt_d,Apr-11,train_only
last_pymnt_d,Apr-12,train_only
last_pymnt_d,Apr-13,train_only
last_pymnt_d,Apr-14,train_only
last_pymnt_d,Aug-08,train_only
last_pymnt_d,Aug-09,train_only
last_pymnt_d,Aug-10,train_only
emp_title,!st Year Apprentice Inside Wireman,train_only
emp_title,#1 Paper Mechaine,train_only
emp_title,#1 shop technician,train_only
emp_title,#1Linerman,train_only
emp_title,#2 process operator,train_only
emp_title,#NAME?,train_only
emp_title,$2.5B Aerospace Manufacturer,train_only
emp_title,$260M '06 vintage technology venture capital firm,train_only
emp_title,$2B+ Annual Sales Aerospace Manufacturer,train_only
emp_title,& Regulatory Affairs,train_only
emp_title,!st Assistant Plumbing Manager,test_only
emp_title,"""A"" Material  Bonder",test_only
emp_title,"""C"" Operator",test_only
emp_title,"""Chaplain",test_only
emp_title,#1 RENTAL TECH,test_only
emp_title,#1press operator,test_only
emp_title,#2 Coater Lead,test_only
emp_title,$14.30,test_only
emp_title,'Property Manager,test_only
emp_title,"(1) Laborer, (2) Server",test_only
